枯木再生,kū mù zài shēng,枯死的树木又恢复了生命力。比喻历经挫折又获得生机。,,,,,,,,,,,,,,,,,,,,,,,
枯体灰心,kū tǐ huī xīn,身体像枯木心如同死灰。形容极端消极。同“枯形灰心”。,,,,,,,,,,,,,,,,,,,,,,,
枯杨之稊,kū yáng zhī tí,比喻老翁娶少女为妻。 清 袁枚 《随园诗话》卷十四：“余自傷年老，不欲爲枯楊之稊。”参见“ 枯楊生稊 ”。,,,,,,,,,,,,,,,,,,,,,,,
枯脑焦心,kū nǎo jiāo xīn,指竭尽心力。,,,,,,,,,,,,,,,,,,,,,,,
标新立异,biāo xīn lì yì,标：提出，写明；异：不同的，特别的。提出新奇的主张，表示与众不同。,,,,,,,,,, \"phrase_url\": \"\"}]",{\sentence\": \"其中典礼集会之词，～固不可，机械陈腐亦不可。 ◎朱自清《钟明〈呕心苦唇录〉序》\", \"grammar\": \"联合式；作主语、谓语、定语；形容故意与众不同以显示自己\"}",4,2018/5/8 19:11,2018/5/11 14:20,,,,,,,,
标枝野鹿,biāo zhī yě lù,标枝，树梢之枝，比喻上古之世在上之君恬淡无为；野鹿，比喻在下之民放而自得。后指太古时代。,,,,,,,,,,,,,,,,,,,,,,,
标新创异,biāo xīn chuàng yì,指提出新奇的主张，表示与众不同。,,,,,,,,,,,,,,,,,,,,,,,
标同伐异,biāo tóng fá yì,标：标榜；伐：声讨。帮助意见相同的人，排斥意见不同的人。,,,,,,,,,,,,,,,,,,,,,,,
标情夺趣,biāo qíng duó qù,指传情逗趣。,,,,,,,,,,,,,,,,,,,,,,,
标新领异,biāo xīn lǐng yì,标：提出，写明；异：不同的，特别的。提出新奇的主张，表示与众不同。,,,,,,,,,,,,,,,,,,,,,,,
标新竞异,biāo xīn jìng yì,指提出新奇的主张，表示与众不同。,,,,,,,,,,,,,,,,,,,,,,,
标新竖异,biāo xīn shù yì,指提出新奇的主张，表示与众不同。,,,,,,,,,,,,,,,,,,,,,,,
哭笑不得,kū xiào bù dé,哭也不好，笑也不好。形容很尴尬。,,,,,,,,,,,,,,,,,,,,,,,
哭天抹泪,kū tiān mǒ lèi,形容哭哭啼啼。,,,,,,,,,,,,,,,,,,,,,,,
哭哭啼啼,kū kū tí tí,不停的哭泣。,,,,,,,,,,,,,,,,,,,,,,,
哭天喊地,kū tiān hǎn dì,提高嗓门又哭又叫。,,,,,,,,,,,,,,,,,,,,,,,
哭丧着脸,kū sāng zhe liǎn,心里不愉快，脸上显出不高兴的样子。,,,,,,,,,,,,,,,,,,,,,,,
表里如一,biǎo lǐ rú yī,表：外表；里：内心。表面和内心象一个东西。形容言行和思想完全一致。,,,,,,,,,,2018/5/8 19:11,2018/5/11 14:20,,,,,,,,,,,,
表里不一,biǎo lǐ bù yī,表面与内在不一样。,,,,,,,,,,,,,,,,,,,,,,,
表里山河,biǎo lǐ shān hé,表里：即内外。外有大河，内有高山。指有山河天险作为屏障。,,,,,,,,,,,,,,,,,,,,,,,
表里相依,biǎo lǐ xiāng yī,指关系密切，互相依存。,,,,,,,,,,,,,,,,,,,,,,,
表壮不如里壮,biǎo zhuàng bù rú lǐ zhuàng,外表好看，不如里面结实。比喻妻子能够治家，就是丈夫的好帮手。,,,,,,,,,,,,,,,,,,,,,,,
表里一致,biǎo lǐ yī zhì,犹表里如一。,,,,,,,,,,,,,,,,,,,,,,,
表壮不如理壮,biǎo zhuàng bù rú lǐ zhuàng,外表好看，不如里面结实。比喻妻子能够治家，就是丈夫的好帮手。,,,,,,,,,,,,,,,,,,,,,,,
表里相济,biǎo lǐ xiāng jì,表里：指内外；济：救助。原意是指内外互相庇护。后泛指内外互相救助。,,,,,,,,,,,,,,,,,,,,,,,
表面文章,biǎo miàn wén zhāng,比喻浮夸或不切实际，敷衍塞责的做法。,,,,,,,,,,,,,,,,,,,,,,,
表里为奸,biǎo lǐ wéi jiān,表里：内外；奸：虚伪狡诈。比喻用勾结、欺诈等不正当手段做坏事。,,,,,,,,,,,,,,,,,,,,,,,
表里相符,biǎo lǐ xiāng fú,犹表里如一。,,,,,,,,,,,,,,,,,,,,,,,
表里相应,biǎo lǐ xiāng yìng,内外互相应合。,,,,,,,,,,,,,,,,,,,,,,,
表里受敌,biǎo lǐ shòu dí,内外受到敌人的攻击。,,,,,,,,,,,,,,,,,,,,,,,
上善若水,shàng shàn ruò shuǐ,老子说：“上善若水”，“水善利万物而不争，处众人之所恶，故几于道”。这里实际说的是做人的方法，即做人应如水，水滋润万物，但从不与万物争高下，这样的品格才最接近道。,,,,,,,,,,,,,,,,,,,,,,,
上行下效,shàng xíng xià xiào,效：仿效，跟着学。上面的人怎么做，下面的人就跟着怎么干。,,,,,,,,,,,,,,,,,,,,,,,
上下其手,shàng xià qí shǒu,比喻玩弄手法，串通做弊。,,,,,,,,,,,,,,,,,,,,,,,
上窜下跳,shàng cuàn xià tiào,比喻四处奔走，多方串连，策划活动。,,,,,,,,,,,,,,,,,,,,,,,
上嫚下暴,shàng màn xià bào,指君上骄慢，下民强暴。同“上慢下暴”。,,,,,,,,,,,,,,,,,,,,,,,
上智下愚,shàng zhì xià yú,智：聪明；愚：笨。最聪明的人和最愚笨的人。孔子认为他们都是先天决定，不可改变。,,,,,,,,,,,,,,,,,,,,,,,
上天无路，入地无门,shàng tiān wú lù，rù dì wú mén,形容无路可走的窘迫处境。,,,,,,,,,,,,,,,,,,,,,,,
上兵伐谋,shàng bīng fá móu,上：上等，引申为最好的。兵：指战争，引申为用兵。伐：讨伐，攻打。伐谋：用计谋粉碎敌人的计策。用兵的上策，是以谋略取胜。,,,,,,,,,,,,,,,,,,,,,,,
上梁不正下梁歪,shàng liáng bù zhèng xià liáng wāi,上梁：指上级或长辈。比喻在上的人行为不正，下面的人也跟着做坏事。,,,,,,,,,,,,,,,,,,,,,,,
上无片瓦，下无立锥之地,shàng wú piàn wǎ，xià wú lì zhuī zhī dì,形容一无所有，贫困到了极点。,,,,,,,,,,,,,,,,,,,,,,,
上方宝剑,shàng fāng bǎo jiàn,尚方署特制的皇帝御用的宝剑。古代天子派大臣处理重大案件时，常赐以上方宝剑，表示授于全权，可以先斩后奏。现用以比喻来自上级的口头指示或书面文件。,,,,,,,,,,,,,,,,,,,,,,,
上天入地,shàng tiān rù dì,升上天空，钻入地下。形容神通广大。也比喻为实现某种目的而四处奔走。,,,,,,,,,,,,,,,,,,,,,,,
上交不谄,shàng jiāo bù chǎn,谄：巴结、奉承。与据高位的人交往，不拍马奉承。,,,,,,,,,,,,,,,,,,,,,,,
上情下达,shàng qíng xià dá,下面的情况或意见能够通达于上。,,,,,,,,,,,,,,,,,,,,,,,
上根大器,shàng gēn dà qì,佛家语。具上等根器者。亦泛指天资、才能极高的人。,,,,,,,,,,,,,,,,,,,,,,,
上和下睦,shàng hé xià mù,指长幼之间或上下级之间相处得很好。,,,,,,,,,,,,,,,,,,,,,,,
上蒸下报,shàng zhēng xià bào,泛指乱伦的性行为。,,,,,,,,,,,,,,,,,,,,,,,
上下一心,shàng xià yī xīn,上上下下一条心。,,,,,,,,,,,,,,,,,,,,,,,
上勤下顺,shàng qín xià shùn,勤：勤奋。顺：顺从，服从。作领导的勤奋工作，下面的人就会顺从他的领导。,,,,,,,,,,,,,,,,,,,,,,,
上烝下报,shàng zhēng xià bào,烝：晚辈男子和长辈女子通奸；报：长辈男子与晚辈女子通奸。泛指男女乱伦。,,,,,,,,,,,,,,,,,,,,,,,
上医医国,shàng yī yī guó,上医：高明的医生，比喻高贤；医国：指为国家除患祛弊。高贤能治理好国家。,,,,,,,,,,,,,,,,,,,,,,,
上慢下暴,shàng màn xià bào,指君上骄慢，下民强暴。,,,,,,,,,,,,,,,,,,,,,,,
上不着天，下不着地,shàng bù zháo tiān，xià bù zháo dì,比喻两头没有着落。,,,,,,,,,,,,,,,,,,,,,,,
上雨旁风,shàng yǔ páng fēng,形容家里贫穷，房屋破旧。,,,,,,,,,,,,,,,,,,,,,,,
上溢下漏,shàng yì xià lòu,指上富下贫。,,,,,,,,,,,,,,,,,,,,,,,
上楼去梯,shàng lóu qù tī,比喻进行极其秘密的谋划。也比喻诱人上当。,,,,,,,,,,,,,,,,,,,,,,,
上方不足，下比有余,shàng fāng bù zú，xià bǐ yǒu yú,比上不足，比下有余。,,,,,,,,,,,,,,,,,,,,,,,
上无片瓦，下无插针之地,shàng wú piàn wǎ，xià wú chā zhēn zhī dì,头顶上没有一片瓦，肢底下没有插针的地方。形容一无所有，贫困到了极点。,,,,,,,,,,,,,,,,,,,,,,,
上下同心,shàng xià tóng xīn,上下一心。,,,,,,,,,,,,,,,,,,,,,,,
上谄下渎,shàng chǎn xià dú,谄：奉承；渎：轻慢，亵渎。奉承上级，轻慢下属。,,,,,,,,,,,,,,,,,,,,,,,
伤天害理,shāng tiān hài lǐ,伤、害：损害；天：天道；理：伦理。形容做事凶恶残忍，丧尽天良。,,,,,,,,,,,,,,,,,,,,,,,
伤言扎语,shāng yán zhā yǔ,方言。指说讽刺话。,,,,,,,,,,,,,,,,,,,,,,,
伤心疾首,shāng xīn jí shǒu,痛心疾首，形容痛心之至。,,,,,,,,,,,,,,,,,,,,,,,
伤风败俗,shāng fēng bài sú,伤、败：败坏。指败坏社会风俗。多用来遣责道德败坏的行为。,,,,,,,,,,,,,,,,,,,,,,,
伤弓之鸟,shāng gōng zhī niǎo,被弓箭吓怕了的鸟。比喻受过惊吓，遇到一点动静就怕的人。,,,,,,,,,,,,,,,,,,,,,,,
伤心蒿目,shāng xīn hāo mù,旧时指志士仁人对艰危时世的关切忧虑。,,,,,,,,,,,,,,,,,,,,,,,
伤心惨目,shāng xīn cǎn mù,伤心：使人心痛；惨目：惨不忍睹。形容非常悲惨，使人不忍心看。,,,,,,,,,,,,,,,,,,,,,,,
伤筋动骨,shāng jīn dòng gǔ,本指身受重伤。后比喻事物受到重大损害。,,,,,,,,,,,,,,,,,,,,,,,
伤风败化,shāng fēng bài huà,指败坏社会风俗。多用来遣责道德败坏的行为。同“伤风败俗”。,,,,,,,,,,,,,,,,,,,,,,,
伤化败俗,shāng huà bài sú,指败坏教化和风俗。,,,,,,,,,,,,,,,,,,,,,,,
伤教败俗,shāng jiào bài sú,指败坏教化和风俗。同“伤化败俗”。,,,,,,,,,,,,,,,,,,,,,,,
眼花缭乱,yǎn huā liáo luàn,缭乱：纷乱。看着复杂纷繁的东西而感到迷乱。也比喻事物复杂，无法辨清。,,,,,,,,,,,,,,,,,,,,,,,
眼高手低,yǎn gāo shǒu dī,眼力过高，手法过低。指要求的标准很高（甚至不切实际），但实际上自己也做不到。,,,,,,,,,,,,,,,,,,,,,,,
眼疾手快,yǎn jí shǒu kuài,形容做事机警敏捷。,,,,,,,,,,,,,,,,,,,,,,,
眼观六路，耳听八方,yǎn guān liù lù，ěr tīng bā fāng,见“ 眼觀四處，耳聽八方 ”。,,,,,,,,,,,,,,,,,,,,,,,
眼观鼻，鼻观心,yǎn guān bí，bí guān xīn,1.因害羞、惭愧等而低头的样子。《儿女英雄传》第四回：“那 安公子 羞得面紅過耳，眼觀鼻、鼻觀心的答應了一聲。”2.谓精神集中，心不旁骛。《花城》1981年第3期：“做丈夫的低着头，眼观鼻，鼻观心，只管抽烟。”,,,,,,,,,,,,,,,,,,,,,,,
眼花撩乱,yǎn huā liáo luàn,形容看见美色或繁复新奇的事物而感到迷乱。,,,,,,,,,,,,,,,,,,,,,,,
眼观六路,yǎn guān liù lù,眼睛看到四面八方。形容机智灵活，遇事能多方观察，全面了解。,,,,,,,,,,,,,,,,,,,,,,,
眼明手快,yǎn míng shǒu kuài,看得准，动作敏捷。,,,,,,,,,,,,,,,,,,,,,,,
眼急手快,yǎn jí shǒu kuài,形容做事机警敏捷。,,,,,,,,,,,,,,,,,,,,,,,
眼观四路，耳听八方,yǎn guān sì lù，ěr tīng bā fāng,形容人机智灵活，遇事能多方观察分析。,,,,,,,,,,,,,,,,,,,,,,,
眼饧耳热,yǎn xíng ěr rè,两眼半睁半闭，朦胧而视，双耳燥热。形容饮酒微醉时的感觉。,,,,,,,,,,,,,,,,,,,,,,,
眼明心亮,yǎn míng xīn liàng,心里明白，眼睛雪亮。形容看问题敏锐，能辨别是非。,,,,,,,,,,,,,,,,,,,,,,,
眼观四处，耳听八方,yǎn guān sì chù，ěr tīng bā fāng,形容人机智灵活，遇事能多方观察分析。,,,,,,,,,,,,,,,,,,,,,,,
眼光如豆,yǎn guāng rú dòu,"同“ 目光如豆 ”。
清 陈廷焯 《白雨斋词话》卷一：“昔人謂 東坡 詞非正聲，此特拘於音調言之，而不究本原所在；眼光如豆，不足與之辯也。” 鲁迅 《且介亭杂文二集·“题未定”草（六）》：“眼光愈锐利，见识愈深广，选本固然愈准确，但可惜的是大抵眼光如豆，抹杀了作者真相的居多。”",,,,,,,,,,,,,,,,,,,,,,,
眼空四海,yǎn kōng sì hǎi,形容自高自大，什么都看不见。,,,,,,,,,,,,,,,,,,,,,,,
眼馋肚饱,yǎn chán dù bǎo,形容人贪得无厌。,,,,,,,,,,,,,,,,,,,,,,,
眼不见为净,yǎn bù jiàn wéi jìng,指心里不以为然，但又没有办法，只好撇开不管。也在怀疑食品不干净时，用作自我安慰的话。,,,,,,,,,,,,,,,,,,,,,,,
眼笑眉飞,yǎn xiào méi fēi,形容极度高兴。,,,,,,,,,,,,,,,,,,,,,,,
眼意心期,yǎn yì xīn qī,形容双方愿望一致，精神互相沟通。 唐 韩偓 《青春》诗：“眼意心期卒未休，暗中終擬約 秦 樓。”亦作“ 眼約心期 ”。 元 张可久 《沉醉东风·夜宴即事》曲：“玉纖寒試調筝雁，眼約心期不暫閒。”,,,,,,,,,,,,,,,,,,,,,,,
眼捷手快,yǎn jié shǒu kuài,眼力好，动作快。《水浒传》第十七回：“ 何濤 自從領了這件公事，晝夜無眠，差下本管眼明手快的公人，去 黄泥岡 上往來緝捕。”《警世通言·白娘子永镇雷峰塔》：“ 何立 帶了夥伴，並一班眼明手快的公人，逕到 官巷口 李 家生藥店，提捉正賊 許宣 。”《儿女英雄传》第六回：“那女子眼明手快，連忙丢下杠子，拿出那把刀來往上一架。” 李劼人 《天魔舞》第十七章：“这也得眼明手快比较内行的人，才行啊！”亦作“ 眼明手捷 ”。 元 无名氏 《盆儿鬼》第三折：“想起俺少時節眼明手捷，體快身輕；到如今老了也腰曲頭低。”,,,,,,,,,,,,,,,,,,,,,,,
眼语颐指,yǎn yǔ yí zhǐ,用眼色或面部表情示意别人为之奔走。形容有权势者气焰之盛。 明 刘若愚 《酌中志·正监蒙难纪略》：“監不開口明説，止於膝上或案上用右手食指作畫字寫字形，或眼語頤指，非久侍者不能通其意。”,,,,,,,,,,,,,,,,,,,,,,,
眼笑眉舒,yǎn xiào méi shū,形容极度高兴。 元 胡祗遹 《沉醉东风》曲：“漁得魚心滿願足，樵得樵眼笑眉舒。”亦作“ 眼笑眉飛 ”。《儿女英雄传》第十五回：“只樂得他手舞足蹈，眼笑眉飛。”,,,,,,,,,,,,,,,,,,,,,,,
眼不见，心不烦,yǎn bù jiàn，xīn bù fán,比喻只要没有看见或不在眼前，也就不会为这操心或烦恼。,,,,,,,,,,,,,,,,,,,,,,,
眼中有铁,yǎn zhōng yǒu tiě,比喻军容整肃。,,,,,,,,,,,,,,,,,,,,,,,
眼想心思,yǎn xiǎng xīn sī,形容思念之切。 唐 无名氏 《杂词》：“眼想心思夢裏驚，無人知我此時情。”,,,,,,,,,,,,,,,,,,,,,,,
眼约心期,yǎn yuē xīn qī,见“ 眼意心期 ”。,,,,,,,,,,,,,,,,,,,,,,,
眼高手生,yǎn gāo shǒu shēng,眼界高但能力低。,,,,,,,,,,,,,,,,,,,,,,,
眼泪洗面,yǎn lèi xǐ miàn,泪流满面。形容极端悲痛。 宋 王銍 《默记》卷下：“ 李國主 歸朝後與 金陵 舊宫人書云：‘此中日夕，只以眼淚洗面。’” 宋 陆游 《避暑漫抄》：“ 韓玉汝 家有 李國主 歸朝與 金陵 舊宫人書云：‘此中日夕，只以眼淚洗面。’”,,,,,,,,,,,,,,,,,,,,,,,
眼迷心荡,yǎn mí xīn dàng,眼光迷乱，心神摇荡。形容见美色而不能自持的神情。《初刻拍案惊奇》卷二五：“那院判一見了 小娟 ，真箇眼迷心蕩。”,,,,,,,,,,,,,,,,,,,,,,,
汤池铁城,tāng chí tiě chéng,形容城池牢不可破。亦比喻言谈无懈可击。,,,,,,,,,,,,,,,,,,,,,,,
汤去三面,tāng qù sān miàn,泛言普施仁德。,,,,,,,,,,,,,,,,,,,,,,,
汤烧火热,tāng shāo huǒ rè,指生病发高烧。,,,,,,,,,,,,,,,,,,,,,,,
汤里来，水里去,tāng lǐ lái，shuǐ lǐ qù,指银钱随手来随手去，留不住。,,,,,,,,,,,,,,,,,,,,,,,
尚虚中馈,shàng xū zhōng kuì,中馈：古时指妇女在家中主持饮食等事，引伸指妻室；虚：空。指没有妻子。,,,,,,,,,,,,,,,,,,,,,,,
彪炳千古,biāo bǐng qiān gǔ,形容伟大的业绩流传千秋万代。,,,,,,,,,,,,,,,,,,,,,,,
彪形大汉,biāo xíng dà hàn,彪：小老虎，比喻躯干壮大；汉：男子。身材高大、结实的男子。,,,,,,,,,,,,,,,,,,,,,,,
掩耳盗铃,yǎn ěr dào líng,掩：遮蔽，遮盖；盗：偷。偷铃铛怕别人听见而捂住自己的耳朵。比喻自己欺骗自己，明明掩盖不住的事情偏要想法子掩盖。,,,,,,,,,,,,,,,,,,,,,,,
掩耳盗钟,yǎn ěr dào zhōng,捂住耳朵偷钟。比喻自己欺骗自己。,,,,,,,,,,,,,,,,,,,,,,,
掩人耳目,yǎn rén ěr mù,遮掩别人的耳朵和眼睛。比喻用假象迷惑人，欺骗人。,,,,,,,,,,,,,,,,,,,,,,,
掩口葫芦,yǎn kǒu hú lú,捂着嘴笑。,,,,,,,,,,,,,,,,,,,,,,,
掩口胡卢,yǎn kǒu hú lú,胡卢：笑貌。捂着嘴笑，指暗笑，窃笑。,,,,,,,,,,,,,,,,,,,,,,,
掩骼埋胔,yǎn gé mái zì,指收葬暴露于野的尸骨。为古代的恤民之政。,,,,,,,,,,,,,,,,,,,,,,,
掩旗息鼓,yǎn qí xī gǔ,①卷起军旗，停擂战鼓。指军队隐蔽行动，避免暴露目标。②比喻停止行动。,,,,,,,,,,,,,,,,,,,,,,,
掩恶扬美,yǎn è yáng měi,指对待别人讳言其过恶，称扬其好处。同“掩恶扬善”。,,,,,,,,,,,,,,,,,,,,,,,
掩过饰非,yǎn guò shì fēi,犹言文过饰非。掩饰过失、错误。,,,,,,,,,,,,,,,,,,,,,,,
掩鼻偷香,yǎn bí tōu xiāng,捂住鼻子去偷点燃的香。比喻自己欺骗自己。,,,,,,,,,,,,,,,,,,,,,,,
掩耳偷铃,yǎn ěr tōu líng,比喻自己欺骗自己。同“掩耳盗钟”。,,,,,,,,,,,,,,,,,,,,,,,
掩目捕雀,yǎn mù bǔ què,遮着眼睛捉麻雀。比喻自己骗自己。,,,,,,,,,,,,,,,,,,,,,,,
掩口而笑,yǎn kǒu ér xiào,掩：捂。笑时捂住口，以防出声失礼。,,,,,,,,,,,,,,,,,,,,,,,
掩鼻而过,yǎn bí ér guò,捂着鼻子走过去。形容对腥臭肮脏的东西的嫌恶。,,,,,,,,,,,,,,,,,,,,,,,
掩瑕藏疾,yǎn xiá cáng jí,掩：遮盖。瑕：玉上的斑点，比喻缺点。藏：隐瞒。疾：毛病，过错。掩盖缺点，隐瞒过错。,,,,,,,,,,,,,,,,,,,,,,,
掩恶扬善,yǎn è yáng shàn,指对待别人讳言其过恶，称扬其好处。,,,,,,,,,,,,,,,,,,,,,,,
掩其无备,yǎn qí wú bèi,掩：掩袭；备：防备。称乘敌方毫无防备时进行突袭。,,,,,,,,,,,,,,,,,,,,,,,
掩过扬善,yǎn guò yáng shàn,指对待别人讳言其过恶，称扬其好处。同“掩恶扬善”。,,,,,,,,,,,,,,,,,,,,,,,
掩眼捕雀,yǎn yǎn bǔ què,遮着眼睛捉麻雀。比喻自己骗自己。同“掩目捕雀”。,,,,,,,,,,,,,,,,,,,,,,,
掩口失声,yǎn kǒu shī shēng,指忍不住笑出声来。,,,,,,,,,,,,,,,,,,,,,,,
掩其不备,yǎn qí bù bèi,掩：掩袭。备：防备。趁敌人毫无防备时进行突然袭击。亦作“掩其无备”。,,,,,,,,,,,,,,,,,,,,,,,
掩骼埋窆,yǎn gé mái biǎn,指收葬暴露于野的尸骨。为古代的恤民之政。同“掩骼埋胔”。,,,,,,,,,,,,,,,,,,,,,,,
掩耳盗锺,yǎn ěr dào zhōng,见“ 掩耳盜鐘 ”。,,,,,,,,,,,,,,,,,,,,,,,
刮目相看,guā mù xiāng kàn,指别人已有进步，不能再用老眼光去看他。,,,,,,,,,,,,,,,,,,,,,,,
刮目相待,guā mù xiāng dài,刮目：擦眼睛，表示用新眼光看人。比喻去掉旧日的看法，用新的眼光来看待人或事物。,,,,,,,,,,,,,,,,,,,,,,,
刮骨去毒,guā gǔ qù dú,刮去深入至骨的毒性，彻底医治。比喻从根本上解决问题。,,,,,,,,,,,,,,,,,,,,,,,
刮垢磨光,guā gòu mó guāng,刮去污垢，磨出光亮。比喻使事物重显光辉。也比喻仔细琢磨。,,,,,,,,,,,,,,,,,,,,,,,
刮目相见,guā mù xiāng jiàn,比喻去掉旧日的看法，用新的眼光来看待人或事物。同“刮目相待”。,,,,,,,,,,,,,,,,,,,,,,,
刮骨抽筋,guā gǔ chōu jīn,比喻极力搜刮、榨取民财。,,,,,,,,,,,,,,,,,,,,,,,
刮肠洗胃,guā cháng xǐ wèi,比喻痛改前非，重新做人。,,,,,,,,,,,,,,,,,,,,,,,
刮垢磨痕,guā gòu mó hén,涤除污垢，磨除伤痕。比喻仔细琢磨，精益求精。,,,,,,,,,,,,,,,,,,,,,,,
刮野扫地,guā yě sǎo dì,大风吹扫野地。比喻杀获无余。,,,,,,,,,,,,,,,,,,,,,,,
谦谦君子,qiān qiān jūn zǐ,指谦虚而严格要求自己的人。,,,,,,,,,,,,,,,,,,,,,,,
谦虚谨慎,qiān xū jǐn shèn,形容人虚心礼让，小心谨慎。,,,,,,,,,,,,,,,,,,,,,,,
谦让未遑,qiān ràng wèi huáng,遑：闲暇。谦让都来不及。指不好意思接受别人的推崇。,,,,,,,,,,,,,,,,,,,,,,,
谦尊而光,qiān zūn ér guāng,尊者谦虚而显示其美德。,,,,,,,,,,,,,,,,,,,,,,,
谦虚敬慎,qiān xū jìng shèn,形容人虚心礼让，小心谨慎。同“谦虚谨慎”。,,,,,,,,,,,,,,,,,,,,,,,
谦恭下士,qiān gōng xià shì,旧时指达官贵人对地位不高但有才德的人谦虚而有礼貌。,,,,,,,,,,,,,,,,,,,,,,,
谦躬下士,qiān gōng xià shì,犹言谦恭下士。谦虚恭敬地对待地位比自己低的士人。,,,,,,,,,,,,,,,,,,,,,,,
挂一漏万,guà yī lòu wàn,挂：钩取，这里指说到，提到；漏：遗漏。形容说得不全，遗漏很多。,,,,,,,,,,,,,,,,,,,,,,,
挂羊头卖狗肉,guà yáng tóu mài gǒu ròu,比喻以好的名义做幌子，实际上名不副实或做坏事。,,,,,,,,,,,,,,,,,,,,,,,
挂羊头，卖狗肉,guà yáng tóu，mài gǒu ròu,挂着羊头，卖的却是狗肉。比喻以好的名义做招牌，实际上兜售低劣的货色。,,,,,,,,,,,,,,,,,,,,,,,
挂冠求去,guà guān qiú qù,挂冠：把官帽挂起来。脱下官帽要求离去。比喻辞官归隐。,,,,,,,,,,,,,,,,,,,,,,,
挂印悬牌,guà yìn xuán pái,悬：挂。高挂官印、告牌（旧时官府用以喻示下级或百姓的告示牌）。指担任官职。,,,,,,,,,,,,,,,,,,,,,,,
挂冠归去,guà guān guī qù,冠：帽子，这里指官帽。把官帽取下挂起来。比喻辞官回家。,,,,,,,,,,,,,,,,,,,,,,,
挂肚牵心,guà dù qiān xīn,牵：牵挂。形容忧虑不安的心情。,,,,,,,,,,,,,,,,,,,,,,,
挂灯结彩,guà dēng jié cǎi,悬挂红灯，系结彩绸。表示喜庆。,,,,,,,,,,,,,,,,,,,,,,,
挂肚牵肠,guà dù qiān cháng,极言牵挂，挂念。,,,,,,,,,,,,,,,,,,,,,,,
挂席为门,guà xí wéi mén,指隐士居处。亦形容贫穷或居处简陋。,,,,,,,,,,,,,,,,,,,,,,,
商彝周鼎,shāng yí zhōu dǐng,彝、鼎：古代祭祀用的鼎、尊等礼器。商周的青铜礼器。泛称极其珍贵的古董。,,,,,,,,,,,,,,,,,,,,,,,
商彝夏鼎,shāng yí xià dǐng,夏商的青铜礼器。泛称极其珍贵的古董。,,,,,,,,,,,,,,,,,,,,,,,
觞酒豆肉,shāng jiǔ dòu ròu,觞，古代盛酒器；豆，古代盛食器。泛指饮食。,,,,,,,,,,,,,,,,,,,,,,,
摽梅之年,biào mén zhī nián,摽梅：梅子成熟后落下来。比喻女子已到了出嫁的年龄。,,,,,,,,,,,,,,,,,,,,,,,
赏心悦目,shǎng xīn yuè mù,悦目：看了舒服。指看到美好的景色而心情愉快。,,,,,,,,,,,,,,,,,,,,,,,
赏心乐事,shǎng xīn lè shì,赏心：心情欢畅。欢畅的心情，快乐的事情。,,,,,,,,,,,,,,,,,,,,,,,
赏罚分明,shǎng fá fēn míng,该赏的赏，该罚的罚。形容处理事情严格而公正。,,,,,,,,,,,,,,,,,,,,,,,
赏善罚恶,shǎng shàn fá è,指赏赐善人善事，惩罚恶人恶事。,,,,,,,,,,,,,,,,,,,,,,,
赏罚严明,shǎng fá yán míng,指该赏的赏，该罚的罚，处理清楚明白。,,,,,,,,,,,,,,,,,,,,,,,
赏信罚必,shǎng xìn fá bì,指该赏一定赏，该罚一定罚。,,,,,,,,,,,,,,,,,,,,,,,
赏不踰日,shǎng bù yú rì,见“ 賞不踰時 ”。,,,,,,,,,,,,,,,,,,,,,,,
赏立诛必,shǎng lì zhū bì,指该赏的立即赏，该罚的一定罚。,,,,,,,,,,,,,,,,,,,,,,,
赏贤罚暴,shǎng xián fá bào,犹赏善罚恶。指赏赐善人善事，惩罚恶人恶事。,,,,,,,,,,,,,,,,,,,,,,,
赏不逾时,shǎng bù yú shí,指及时行赏。,,,,,,,,,,,,,,,,,,,,,,,
赏同罚异,shǎng tóng fá yì,指奖赏和自己的意见相同的，惩罚和自己的意见不同的。,,,,,,,,,,,,,,,,,,,,,,,
赏不当功,shǎng bù dāng gōng,指赏赐与功劳不相称。,,,,,,,,,,,,,,,,,,,,,,,
赏不逾日,shǎng bù yú rì,指及时行赏。同“赏不逾时”。,,,,,,,,,,,,,,,,,,,,,,,
赏罚信明,shǎng fá xìn míng,形容处理事情严格而公正。同“赏罚分明”。,,,,,,,,,,,,,,,,,,,,,,,
赏功罚罪,shǎng gōng fá zuì,奖赏有功的人，惩罚犯罪的人。,,,,,,,,,,,,,,,,,,,,,,,
赏贤使能,shǎng xián shǐ néng,尊崇并重用贤能之士。赏，通“尚”。,,,,,,,,,,,,,,,,,,,,,,,
赏高罚下,shǎng gāo fá xià,奖赏有功的人，惩罚犯罪的人。同“赏功罚罪”。,,,,,,,,,,,,,,,,,,,,,,,
赏一劝百,shǎng yī quàn bǎi,奖励一个人的先进事迹而鼓励好多人。,,,,,,,,,,,,,,,,,,,,,,,
赏罚分审,shǎng fá fēn shěn,"同“ 賞罰分明 ”。
《隶释·汉成阳令唐扶颂》：“賞罸分審，白黑著明。”",,,,,,,,,,,,,,,,,,,,,,,
赏劳罚罪,shǎng láo fá zuì,奖赏有功的人，惩罚犯罪的人。同“赏功罚罪”。,,,,,,,,,,,,,,,,,,,,,,,
赏奇析疑,shǎng qí xī yí,欣赏奇文而析其疑义。,,,,,,,,,,,,,,,,,,,,,,,
